SeqID	sham_A1	sham_A2	sham_A3	day1_B2	day1_B3	day6_C1	day6_C2	day6_C3	day28_D1	day28_D2	day28_D3
RGD1307461|ENSRNOT00000021188	1.016	1.870	1.883	1.287	1.485	0.152	0.355	0.570	1.496	0.989	0.711
RGD1307461|ENSRNOT00000084120	3.152	3.170	2.005	2.448	2.405	0.833	1.205	2.101	1.658	1.389	2.079
RGD1307537|ENSRNOT00000048146	0.854	0.759	0.333	0.385	0.252	0.342	0.162	0.190	0.432	0.380	0.477
RGD1307554|ENSRNOT00000024829	4.320	5.773	4.054	4.121	2.982	1.854	1.921	2.306	2.810	1.578	2.014
RGD1307554|ENSRNOT00000077968	10.371	9.931	12.485	11.580	12.243	8.655	8.799	9.965	8.622	7.985	9.196
RGD1307595|ENSRNOT00000014928	0.753	6.968	1.742	8.740	4.298	0.000	0.167	2.858	1.684	0.000	1.270
RGD1307603|ENSRNOT00000085439	0.000	0.000	0.211	0.000	0.000	0.000	0.283	0.000	0.287	0.000	0.360
RGD1307621|ENSRNOT00000034756	6.407	7.366	7.602	5.725	4.844	4.373	4.208	4.876	4.936	4.667	4.818
RGD1307929|ENSRNOT00000016084	53.378	54.150	55.824	45.788	44.259	59.407	52.753	49.025	44.756	41.447	45.412
RGD1307947|ENSRNOT00000036141	13.008	10.142	10.780	10.571	8.807	7.981	8.126	8.017	10.735	7.829	9.772
RGD1307947|ENSRNOT00000083347	1.657	6.859	9.258	2.249	6.917	4.066	1.902	1.721	1.953	6.462	5.031
RGD1308065|ENSRNOT00000046664	0.000	0.164	0.000	0.113	0.045	0.371	0.304	0.115	0.135	0.000	0.056
RGD1308117|ENSRNOT00000011277	2.927	3.006	1.928	2.190	1.893	2.837	1.846	1.985	2.166	2.181	2.200
RGD1308134|ENSRNOT00000025491	22.264	23.915	21.020	24.174	27.157	25.731	28.640	27.641	29.934	29.786	34.779
RGD1308147|ENSRNOT00000020794	14.306	16.471	15.380	14.729	13.514	12.442	11.203	13.719	14.525	13.019	13.380
RGD1308428|ENSRNOT00000028688	9.483	10.622	9.387	9.345	7.684	8.581	9.011	8.985	8.211	7.089	8.839
RGD1308428|ENSRNOT00000076419	3.733	4.080	5.237	5.232	4.069	4.122	3.773	4.235	2.576	2.457	3.779
RGD1308428|ENSRNOT00000076987	8.785	7.065	8.685	6.414	7.174	9.523	6.539	6.315	4.942	4.254	5.070
RGD1308430|ENSRNOT00000049927	33.897	30.857	33.011	34.437	36.144	47.246	39.323	39.798	38.936	38.373	39.663
RGD1308544|ENSRNOT00000071842	6.097	7.905	6.260	4.106	5.111	3.272	2.833	3.534	6.381	4.646	3.825
RGD1308601|ENSRNOT00000038767	11.783	14.774	15.642	11.491	11.574	8.365	7.919	8.309	10.559	9.128	9.468
RGD1308706|ENSRNOT00000023169	29.631	21.357	20.880	37.269	29.245	29.875	25.773	18.741	21.116	22.844	23.803
RGD1308750|ENSRNOT00000073254	8.571	8.919	9.637	10.942	3.635	7.275	2.609	5.446	6.531	4.771	7.658
RGD1308775|ENSRNOT00000005514	0.537	0.737	0.682	0.234	0.471	0.343	0.358	0.270	0.239	0.306	0.559
RGD1309028|ENSRNOT00000075399	0.829	0.567	1.415	1.442	0.875	1.897	1.805	1.257	1.816	2.127	2.383
RGD1309036|ENSRNOT00000056420	8.359	7.912	8.176	6.721	6.455	3.101	2.903	3.989	6.494	4.960	4.889
RGD1309104|ENSRNOT00000059807	30.378	29.439	27.953	28.634	28.462	30.127	25.915	28.685	27.322	25.972	26.520
RGD1309106|ENSRNOT00000035815	0.203	0.228	0.000	0.226	0.288	0.197	0.200	0.000	0.000	0.150	0.000
RGD1309106|ENSRNOT00000083043	0.142	0.000	0.141	0.000	0.000	0.000	0.000	0.125	0.194	0.099	0.604
RGD1309139|ENSRNOT00000027504	3.633	4.376	5.834	5.154	3.696	3.859	3.087	4.107	2.626	2.399	3.939
RGD1309170|ENSRNOT00000089222	0.142	0.119	0.228	0.000	0.097	0.173	0.094	0.095	0.000	0.125	0.303
RGD1309350|ENSRNOT00000071925	0.422	0.354	0.696	0.612	1.538	0.800	0.935	0.987	1.151	0.369	0.837
RGD1309362|ENSRNOT00000043736	19.876	18.744	28.389	18.262	4.695	58.082	34.936	21.157	14.830	25.998	52.873
RGD1309534|ENSRNOT00000014496	17.522	13.608	14.622	10.717	12.595	20.011	18.188	16.351	14.504	18.078	18.658
RGD1309540|ENSRNOT00000040633	68.634	63.913	64.326	64.135	64.598	54.858	51.297	50.754	64.035	64.400	59.859
RGD1309651|ENSRNOT00000023721	36.061	37.770	30.722	7.499	15.414	16.798	19.420	31.652	34.334	50.158	30.874
RGD1309730|ENSRNOT00000056935	32.026	30.184	30.397	29.572	31.499	32.005	32.763	29.537	40.419	41.447	34.607
RGD1309748|ENSRNOT00000003439	24.267	22.698	25.030	26.137	22.057	22.617	18.736	19.887	19.191	18.066	20.720
RGD1309779|ENSRNOT00000066106	20.427	19.508	19.082	18.797	20.198	13.560	11.258	13.204	24.034	19.468	16.458
RGD1309808|ENSRNOT00000092095	4.199	3.478	6.529	1.449	1.073	3.843	0.817	1.102	1.401	1.103	4.378
RGD1310127|ENSRNOT00000027290	22.513	26.251	22.984	15.085	16.331	19.804	17.048	15.366	17.172	17.108	19.398
RGD1310166|ENSRNOT00000004193	1.347	1.129	3.393	1.066	1.256	0.697	1.467	1.505	1.089	0.859	1.774
RGD1310212|ENSRNOT00000036473	1.105	1.662	1.024	1.011	0.910	0.835	0.696	0.972	0.634	1.017	1.033
RGD1310352|ENSRNOT00000008119	3.972	5.353	6.120	5.527	4.942	5.914	5.783	5.906	6.494	7.129	5.136
RGD1310352|ENSRNOT00000087555	50.770	47.610	45.254	48.316	52.828	65.848	61.839	54.160	47.522	52.608	53.516
RGD1310429|ENSRNOT00000000254	32.800	41.276	40.730	30.251	29.284	24.836	23.196	29.943	28.743	25.510	28.884
RGD1310495|ENSRNOT00000000720	0.569	0.420	0.731	0.436	0.514	0.611	0.445	0.293	0.460	0.368	0.428
RGD1310507|ENSRNOT00000083855	3.238	2.250	2.425	2.579	1.894	1.332	2.240	1.533	2.329	1.677	2.524
RGD1310553|ENSRNOT00000022601	15.340	14.287	15.936	11.748	12.096	13.310	11.496	9.140	12.605	13.129	12.672
RGD1310587|ENSRNOT00000003177	12.581	12.308	11.941	9.419	8.514	11.792	13.481	8.677	10.327	9.817	10.883
RGD1310819|ENSRNOT00000068496	4.404	3.066	4.217	2.883	2.155	1.626	2.459	2.932	2.656	2.193	1.432
RGD1310852|ENSRNOT00000008382	6.783	5.748	7.374	7.377	8.140	5.477	5.053	7.009	6.050	6.241	5.740
RGD1310852|ENSRNOT00000090270	4.913	4.883	4.278	3.281	4.239	3.424	3.452	3.586	3.529	3.801	3.701
RGD1310951|ENSRNOT00000022866	11.888	12.034	10.745	7.459	8.279	8.443	7.378	8.029	7.308	7.704	8.356
RGD1311084|ENSRNOT00000024953	2.479	1.786	2.314	3.655	2.868	2.406	1.513	2.177	2.089	2.432	2.180
RGD1311164|ENSRNOT00000089513	10.781	11.725	11.820	10.030	9.901	12.106	9.922	10.550	10.647	9.355	9.805
RGD1311251|ENSRNOT00000009562	1.057	1.075	0.821	1.052	0.619	1.350	0.955	1.327	1.197	1.532	1.550
RGD1311345|ENSRNOT00000061249	20.276	18.652	16.994	19.160	16.655	20.500	18.196	16.995	16.085	15.304	18.213
RGD1311517|ENSRNOT00000027347	8.204	9.521	8.679	8.849	7.337	7.464	7.194	6.496	7.143	7.357	8.064
RGD1311595|ENSRNOT00000039428	8.392	8.480	10.036	7.508	7.292	6.564	5.082	5.192	6.166	5.786	5.366
RGD1311703|ENSRNOT00000090773	77.865	77.867	77.108	87.656	89.772	87.895	84.727	91.014	87.627	83.020	91.197
RGD1311739|ENSRNOT00000028859	46.454	47.101	48.223	41.692	44.179	25.448	25.602	34.689	39.152	26.776	32.566
RGD1311739|ENSRNOT00000077819	5.327	4.808	2.724	2.149	3.589	5.990	5.750	2.294	1.575	4.108	3.126
RGD1311744|ENSRNOT00000036054	16.395	18.710	19.718	9.707	14.584	11.244	10.833	14.523	14.037	10.575	11.367
RGD1311745|ENSRNOT00000005502	20.971	19.936	20.768	23.107	28.469	32.092	32.147	25.147	21.494	29.589	28.939
RGD1311847|ENSRNOT00000030617	8.703	9.626	7.425	8.208	7.077	8.117	7.468	7.152	7.359	7.142	6.370
RGD1311899|ENSRNOT00000050782	173.719	176.802	181.596	158.448	160.869	92.610	99.233	135.552	168.538	134.547	122.187
RGD1311946|ENSRNOT00000034240	12.279	12.592	11.948	11.976	12.968	9.525	10.337	9.078	9.874	9.683	9.571
RGD1359108|ENSRNOT00000013181	18.828	23.116	22.779	20.118	18.468	26.403	24.294	24.324	18.535	20.658	22.383
RGD1359127|ENSRNOT00000021939	17.868	15.586	15.208	14.996	17.975	16.843	19.770	19.715	18.473	18.372	19.212
RGD1359158|ENSRNOT00000037500	16.813	12.223	15.361	14.371	15.456	15.991	16.361	15.043	15.365	17.543	16.775
RGD1359290|ENSRNOT00000029782	4.215	4.851	3.205	2.226	2.036	4.192	5.391	0.194	1.515	4.002	2.453
RGD1359508|ENSRNOT00000058366	10.134	8.651	8.288	5.849	5.726	5.226	7.264	6.416	6.891	6.773	5.740
RGD1359634|ENSRNOT00000014878	18.673	17.702	12.657	12.695	18.084	13.576	12.585	9.593	14.128	17.046	14.507
RGD1559441|ENSRNOT00000042810	11.551	15.194	13.930	10.833	8.792	7.567	5.603	7.694	7.205	6.258	7.778
RGD1559459|ENSRNOT00000065079	0.323	0.378	0.064	0.055	0.132	0.158	0.129	0.170	0.045	0.000	0.166
RGD1559482|ENSRNOT00000074082	2.863	0.000	0.520	3.376	24.758	344.031	304.270	255.685	7.101	35.092	103.759
RGD1559482|ENSRNOT00000085222	1.420	0.639	1.043	1.771	11.586	145.719	131.390	107.254	4.044	15.310	42.701
RGD1559575|ENSRNOT00000046438	1.218	0.756	0.653	0.575	0.736	7.154	5.447	2.967	1.351	1.080	3.195
RGD1559588|ENSRNOT00000074970	0.000	0.072	0.000	0.000	0.328	2.327	1.596	0.000	0.000	0.000	0.007
RGD1559683|ENSRNOT00000013198	0.520	0.582	0.172	0.151	0.356	0.141	0.230	0.152	0.235	0.000	0.294
RGD1559821|ENSRNOT00000011278	1.240	0.000	1.234	1.801	1.422	2.018	0.549	1.446	2.171	1.051	0.000
RGD1559896|ENSRNOT00000025512	131.244	110.512	117.866	78.418	87.112	86.373	74.083	87.730	117.207	122.207	100.407
RGD1559909|ENSRNOT00000065105	164.521	144.932	133.477	147.405	142.691	125.346	121.089	138.721	157.962	191.059	154.470
RGD1560010|ENSRNOT00000013356	3.336	2.744	2.984	2.766	3.045	3.606	3.788	4.110	2.755	3.853	2.384
RGD1560015|ENSRNOT00000025594	2.251	1.790	1.441	1.170	0.922	0.455	0.297	0.687	1.486	0.996	0.577
RGD1560028|ENSRNOT00000008947	3.124	3.342	2.746	2.568	1.482	1.552	1.386	0.991	2.686	1.070	1.557
RGD1560034|ENSRNOT00000059532	0.401	0.112	0.463	0.175	0.046	0.109	0.223	0.117	0.046	0.118	0.229
RGD1560065|ENSRNOT00000019964	25.976	25.225	25.021	22.137	27.439	17.903	16.778	17.257	23.007	22.171	23.876
RGD1560108|ENSRNOT00000051855	9.063	10.800	9.878	9.013	8.819	10.281	8.665	7.929	8.282	7.940	11.083
RGD1560171|ENSRNOT00000064172	5.145	8.887	5.095	4.611	5.279	5.289	4.832	5.842	4.638	6.084	6.689
RGD1560212|ENSRNOT00000082419	55.068	62.390	62.246	67.697	61.953	55.021	48.615	57.232	52.318	49.249	51.621
RGD1560242|ENSRNOT00000054776	0.560	0.469	1.108	0.853	0.383	0.227	0.186	0.246	1.050	1.959	0.833
RGD1560289|ENSRNOT00000029055	3.503	3.046	2.691	2.679	1.859	1.581	1.437	1.959	1.104	1.035	1.487
RGD1560291|ENSRNOT00000029672	0.188	0.236	0.279	0.164	0.257	0.306	0.063	0.248	0.388	0.248	0.241
RGD1560324|ENSRNOT00000086481	8.078	7.597	8.114	6.114	5.359	8.327	6.343	6.657	5.406	5.781	7.007
RGD1560341|ENSRNOT00000021149	5.188	5.549	5.509	7.038	6.947	4.766	5.369	6.137	7.870	6.549	6.827
RGD1560394|ENSRNOT00000058062	45.624	55.863	43.377	43.859	39.716	16.110	19.078	33.839	44.623	30.454	29.004
RGD1560398|ENSRNOT00000056932	782.249	926.716	755.184	773.135	661.537	369.449	414.775	538.343	561.826	567.114	441.287
RGD1560436|ENSRNOT00000038013	3.011	4.348	3.594	4.518	3.193	3.375	4.491	4.101	3.988	2.829	5.846
RGD1560455|ENSRNOT00000049779	0.332	0.249	0.426	0.375	0.475	0.943	0.994	0.845	0.506	0.706	0.854
RGD1560723|ENSRNOT00000060436	0.699	0.886	0.000	0.304	0.960	0.851	2.321	1.836	0.463	0.000	1.758
RGD1560775|ENSRNOT00000078343	0.428	0.717	0.741	0.373	0.183	0.348	0.428	0.988	0.222	0.000	0.505
RGD1560795|ENSRNOT00000031768	2.714	0.000	0.000	2.614	0.000	0.000	1.909	2.478	0.532	2.021	4.362
RGD1560821|ENSRNOT00000034329	3.343	4.397	0.739	0.971	2.550	1.208	0.986	1.949	1.225	0.631	1.863
RGD1560854|ENSRNOT00000057230	3.905	2.449	2.974	1.708	1.345	4.416	2.596	2.777	2.992	2.403	2.955
RGD1560854|ENSRNOT00000081121	7.420	8.727	9.862	7.128	6.804	7.991	7.535	6.830	8.687	7.874	8.861
RGD1560883|ENSRNOT00000071535	1.366	0.991	0.000	0.000	1.213	0.226	0.151	0.000	0.333	1.237	0.927
RGD1560883|ENSRNOT00000093303	2.088	2.506	3.588	2.886	1.780	1.802	1.478	2.172	2.000	1.046	1.908
RGD1560925|ENSRNOT00000056434	0.402	0.000	0.799	2.450	1.648	1.633	1.864	1.054	0.528	0.681	1.675
RGD1561102|ENSRNOT00000067777	1.279	0.671	0.475	0.278	1.313	0.390	1.064	0.982	1.088	1.396	1.223
RGD1561113|ENSRNOT00000034930	430.595	463.033	438.992	543.858	502.897	264.978	298.761	391.141	468.080	379.655	449.766
RGD1561143|ENSRNOT00000075641	0.360	0.678	0.267	0.861	0.246	0.146	2.216	2.654	1.494	0.950	2.521
RGD1561149|ENSRNOT00000010688	4.871	4.928	5.002	5.302	4.580	17.412	11.940	14.727	3.816	5.966	9.403
RGD1561157|ENSRNOT00000066310	10.143	11.344	12.079	8.574	6.636	13.142	13.007	8.125	7.814	13.625	17.375
RGD1561161|ENSRNOT00000085826	1.191	0.903	0.823	0.570	0.726	1.604	1.725	0.942	0.704	0.856	1.484
RGD1561277|ENSRNOT00000081224	5.829	5.904	6.245	5.816	4.345	3.851	3.657	4.470	3.985	3.238	4.676
RGD1561327|ENSRNOT00000048467	17.015	19.669	19.812	19.384	12.970	6.988	6.426	11.793	13.239	10.772	8.845
RGD1561415|ENSRNOT00000024125	0.167	0.000	0.247	0.218	0.057	0.068	0.000	0.073	0.057	0.220	0.000
RGD1561517|ENSRNOT00000022265	1.029	0.864	0.850	1.046	1.291	0.279	0.913	0.752	0.699	0.299	0.291
RGD1561590|ENSRNOT00000014397	62.962	62.000	56.058	60.809	65.303	64.472	57.712	55.042	65.671	65.172	65.443
RGD1561648|ENSRNOT00000086123	0.322	1.206	0.495	0.460	0.000	0.524	0.215	0.000	0.000	0.298	1.359
RGD1561662|ENSRNOT00000020516	1.366	0.560	0.662	0.874	1.108	6.280	7.293	3.804	1.860	2.585	3.296
RGD1561667|ENSRNOT00000041610	0.164	0.092	0.162	0.143	0.224	0.044	0.073	0.144	0.227	0.097	0.094
RGD1561730|ENSRNOT00000091323	0.330	0.204	0.297	0.128	0.114	0.182	1.102	0.631	0.487	0.477	0.853
RGD1561795|ENSRNOT00000012217	1.078	1.207	0.534	1.564	0.369	0.292	0.597	0.945	1.097	2.190	0.610
RGD1561796|ENSRNOT00000068577	0.000	0.000	1.460	0.000	1.406	0.000	0.000	0.260	0.000	0.000	0.000
RGD1561796|ENSRNOT00000075890	1.416	0.000	1.297	0.000	1.802	0.000	0.000	0.690	0.502	1.076	0.414
RGD1561796|ENSRNOT00000076382	0.365	0.727	0.593	0.156	0.687	0.153	0.242	0.000	0.257	0.320	0.287
RGD1561796|ENSRNOT00000076532	5.133	7.380	5.311	6.633	4.665	6.020	5.883	6.000	6.150	7.120	5.317
RGD1561870|ENSRNOT00000067026	0.000	0.900	0.000	0.000	0.000	0.432	0.000	0.000	0.344	0.445	0.000
RGD1561916|ENSRNOT00000017903	5.682	4.837	5.151	4.286	3.170	2.693	4.097	2.744	4.358	5.001	3.315
RGD1561958|ENSRNOT00000035274	0.249	0.208	0.410	0.144	0.170	0.067	0.000	0.000	0.000	0.146	0.071
RGD1562029|ENSRNOT00000037555	0.710	0.569	0.585	0.335	0.182	0.793	0.926	0.676	1.047	1.024	1.270
RGD1562107|ENSRNOT00000038486	0.000	0.519	0.000	0.179	0.141	0.000	0.000	0.181	0.000	0.000	0.174
RGD1562114|ENSRNOT00000021677	17.385	13.767	14.258	16.529	20.382	22.741	22.587	18.044	17.430	20.826	22.505
RGD1562136|ENSRNOT00000045749	22.175	22.992	24.641	24.364	26.339	23.545	22.362	24.263	25.192	25.513	25.343
RGD1562218|ENSRNOT00000025948	10.570	10.475	10.164	10.103	9.153	11.594	11.585	10.245	8.801	8.977	9.434
RGD1562229|ENSRNOT00000034584	1.664	1.610	1.014	1.115	0.438	0.937	0.511	0.337	0.963	0.561	0.981
RGD1562310|ENSRNOT00000001485	13.527	14.949	14.709	13.023	13.317	11.790	9.184	11.219	10.079	10.076	9.911
RGD1562339|ENSRNOT00000002408	67.375	55.681	62.057	80.140	53.767	92.885	72.389	87.170	61.400	57.021	66.073
RGD1562378|ENSRNOT00000040210	2.243	2.849	1.117	1.956	0.386	0.912	0.000	0.000	0.362	2.340	0.000
RGD1562381|ENSRNOT00000040565	1.468	0.413	0.973	0.425	0.336	0.794	0.971	0.426	1.270	1.230	0.405
RGD1562402|ENSRNOT00000013741	0.000	0.000	0.469	0.414	0.000	0.000	0.316	0.415	0.000	0.000	0.000
RGD1562415|ENSRNOT00000087747	0.000	0.000	0.000	0.000	0.539	1.909	0.000	0.685	0.000	0.000	1.278
RGD1562420|ENSRNOT00000007683	0.000	0.225	0.000	0.000	0.183	0.000	0.000	0.000	0.536	0.000	0.225
RGD1562608|ENSRNOT00000045150	4.010	2.720	3.716	2.615	2.911	2.805	2.549	3.067	2.621	2.700	3.162
RGD1562608|ENSRNOT00000078870	1.447	1.250	1.620	1.159	0.898	1.235	0.754	1.077	0.674	0.776	1.043
RGD1562667|ENSRNOT00000075706	0.000	0.000	0.000	0.000	0.306	1.997	2.969	1.174	0.000	0.387	0.566
RGD1562690|ENSRNOT00000012585	0.429	0.238	0.138	0.733	0.873	0.684	2.072	0.990	0.580	0.251	0.364
RGD1562726|ENSRNOT00000032366	1.558	1.066	1.399	1.171	0.943	1.467	1.698	1.058	1.595	1.539	1.853
RGD1562747|ENSRNOT00000056518	14.104	13.564	13.216	14.149	16.166	14.254	14.471	15.419	14.700	12.865	13.595
RGD1562747|ENSRNOT00000077290	2.589	2.791	2.691	2.825	2.058	2.210	1.947	2.823	2.761	2.361	1.953
RGD1562914|ENSRNOT00000016127	0.000	0.317	0.187	0.164	0.000	0.153	0.000	0.000	0.639	0.000	0.320
RGD1562987|ENSRNOT00000025198	178.845	154.847	150.843	169.468	170.449	151.477	143.635	147.095	172.929	195.358	188.842
RGD1563056|ENSRNOT00000012164	0.583	0.348	0.329	0.362	0.625	0.203	0.000	0.219	0.115	0.220	0.427
RGD1563072|ENSRNOT00000029395	72.325	84.770	85.046	72.521	64.612	36.529	35.516	57.345	63.019	49.677	46.474
RGD1563159|ENSRNOT00000064799	5.346	4.495	7.210	5.237	4.424	4.889	5.035	6.619	7.205	7.137	7.155
RGD1563200|ENSRNOT00000055274	0.000	0.251	0.593	0.522	0.000	0.000	0.100	0.000	0.918	0.524	0.255
RGD1563222|ENSRNOT00000014767	0.914	0.511	0.302	1.061	1.251	3.096	3.548	1.738	1.245	0.932	1.943
RGD1563231|ENSRNOT00000074382	0.000	0.000	0.000	0.000	0.000	1.272	0.000	0.000	0.497	0.644	1.916
RGD1563263|ENSRNOT00000009068	0.000	0.000	0.000	0.000	0.318	0.753	0.000	0.404	0.302	0.000	0.384
RGD1563300|ENSRNOT00000032995	0.000	0.000	0.000	0.625	0.000	0.000	0.000	0.313	0.237	0.000	0.000
RGD1563307|ENSRNOT00000030832	9.656	9.472	9.689	10.362	16.620	7.230	7.712	10.179	12.015	10.790	10.504
RGD1563334|ENSRNOT00000071779	0.409	0.636	0.204	0.549	0.557	0.441	0.313	0.601	0.000	0.241	0.232
RGD1563349|ENSRNOT00000007723	38.507	39.974	40.916	30.159	28.971	18.404	15.661	17.428	22.763	22.299	20.716
RGD1563352|ENSRNOT00000012694	0.371	0.000	0.000	0.647	0.255	0.000	0.000	0.325	0.000	0.000	0.000
RGD1563354|ENSRNOT00000019453	6.119	7.985	5.658	3.210	4.237	9.663	7.830	4.048	4.042	4.580	6.631
RGD1563365|ENSRNOT00000011511	7.376	7.257	6.838	14.524	14.361	11.762	13.501	14.409	9.756	12.987	9.763
RGD1563378|ENSRNOT00000050544	2.115	0.255	1.800	1.316	0.829	0.737	0.803	0.264	0.201	0.777	1.776
RGD1563400|ENSRNOT00000074057	7.356	5.600	5.479	5.321	0.000	0.078	47.110	34.134	12.727	9.751	20.471
RGD1563482|ENSRNOT00000001421	0.959	0.836	1.233	1.922	0.727	1.436	1.846	0.997	2.403	2.084	0.575
RGD1563482|ENSRNOT00000030251	0.959	0.836	1.233	1.922	0.727	1.436	1.846	0.997	2.403	2.084	0.575
RGD1563482|ENSRNOT00000077803	6.987	8.248	6.941	7.162	7.013	7.168	5.849	6.808	6.507	6.442	6.339
RGD1563601|ENSRNOT00000041892	1.255	1.690	2.263	2.251	15.871	1.315	20.770	1.258	17.258	1.482	1.159
RGD1563680|ENSRNOT00000006177	2.188	2.308	2.403	1.233	1.982	2.468	1.920	1.629	1.797	1.324	1.836
RGD1563861|ENSRNOT00000051543	0.000	0.551	0.433	0.381	0.598	0.178	0.290	0.383	0.147	0.000	0.000
RGD1563888|ENSRNOT00000002119	18.226	17.442	16.832	13.075	14.319	9.177	8.591	9.932	12.402	13.196	11.185
RGD1563888|ENSRNOT00000087665	5.576	4.954	5.222	2.947	0.538	2.407	2.457	2.940	3.557	4.489	3.534
RGD1563917|ENSRNOT00000029635	1.406	1.769	2.227	2.081	1.538	3.428	3.648	2.468	1.726	2.830	2.871
RGD1563941|ENSRNOT00000007754	4.015	4.042	2.959	3.494	4.043	9.233	6.977	6.992	4.693	5.889	5.939
RGD1563962|ENSRNOT00000005845	13.140	11.544	14.944	9.005	11.695	9.789	7.616	7.673	9.311	8.669	9.101
RGD1564053|ENSRNOT00000066254	3.119	3.475	4.251	2.798	2.376	1.434	1.514	1.764	2.686	1.954	1.619
RGD1564149|ENSRNOT00000017141	2.861	2.038	3.032	2.726	1.283	1.811	1.995	2.938	2.694	1.538	1.787
RGD1564162|ENSRNOT00000078152	6.589	1.797	1.269	0.926	0.584	8.292	8.318	9.101	2.088	4.132	6.015
RGD1564171|ENSRNOT00000056603	8.644	8.199	10.108	5.404	6.223	6.486	3.831	3.885	5.825	4.991	7.307
RGD1564308|ENSRNOT00000059317	1.261	1.517	1.636	0.823	1.615	1.409	1.416	0.761	1.411	1.459	2.021
RGD1564447|ENSRNOT00000051231	0.000	0.435	0.000	0.000	0.706	0.000	0.000	0.000	0.666	0.000	0.000
RGD1564541|ENSRNOT00000016993	9.014	6.879	7.166	7.346	6.732	9.410	6.250	5.952	6.849	7.957	7.543
RGD1564541|ENSRNOT00000092415	0.203	0.178	0.099	0.183	0.138	0.421	0.066	0.184	0.072	0.100	0.093
RGD1564541|ENSRNOT00000092455	0.572	1.588	0.289	0.782	2.404	0.202	1.470	1.555	1.542	2.480	2.359
RGD1564548|ENSRNOT00000051728	1.035	0.869	1.034	0.449	1.414	0.000	0.341	0.000	0.333	0.000	0.425
RGD1564606|ENSRNOT00000048598	0.000	1.154	0.462	0.787	0.316	0.380	0.940	0.000	0.419	1.529	0.746
RGD1564664|ENSRNOT00000088555	28.850	28.771	26.424	42.835	55.025	40.546	37.252	33.980	34.945	21.109	25.252
RGD1564804|ENSRNOT00000009044	13.935	12.602	12.673	15.123	12.516	16.146	13.799	15.182	12.364	14.400	15.728
RGD1564836|ENSRNOT00000038940	0.000	0.000	1.855	1.575	2.605	0.000	0.000	0.000	1.215	0.000	1.468
RGD1564899|ENSRNOT00000073370	0.331	0.209	0.317	0.116	0.027	0.131	0.145	0.244	0.056	0.095	0.360
RGD1564937|ENSRNOT00000068366	0.000	0.185	0.267	0.543	0.046	0.174	0.224	0.000	0.140	0.188	0.173
RGD1565033|ENSRNOT00000065589	22.372	17.584	23.776	15.677	18.212	15.896	13.250	13.835	20.134	24.639	21.583
RGD1565033|ENSRNOT00000080460	3.536	3.290	2.598	1.676	2.389	2.965	3.160	3.852	3.681	4.491	3.349
RGD1565058|ENSRNOT00000075923	0.000	0.446	0.000	0.230	0.181	0.215	0.527	0.464	0.354	0.912	0.446
RGD1565059|ENSRNOT00000065346	1.776	0.611	2.011	1.729	1.297	1.525	1.759	1.971	1.283	1.628	2.089
RGD1565059|ENSRNOT00000086472	2.149	4.018	2.782	1.796	1.631	3.781	3.349	2.396	1.672	2.700	3.572
RGD1565071|ENSRNOT00000080523	0.072	0.181	0.071	0.063	0.099	0.176	0.048	0.000	0.050	0.191	0.062
RGD1565117|ENSRNOT00000045687	0.000	1.565	1.838	0.809	0.640	0.000	0.000	0.000	0.000	0.000	0.000
RGD1565166|ENSRNOT00000032495	0.611	1.022	0.536	1.240	3.521	8.213	3.252	1.311	1.076	0.599	0.813
RGD1565222|ENSRNOT00000017857	3.014	2.708	2.304	1.382	2.454	3.027	2.956	2.477	1.797	2.529	2.752
RGD1565355|ENSRNOT00000061687	1.897	1.868	1.136	1.015	3.268	7.272	7.420	3.525	2.542	1.202	4.174
RGD1565355|ENSRNOT00000066224	0.000	0.000	0.000	0.000	0.196	0.386	0.258	0.261	0.000	0.000	0.000
RGD1565355|ENSRNOT00000075878	0.053	0.060	0.175	0.155	0.259	0.405	0.606	0.707	0.302	0.201	0.453
RGD1565355|ENSRNOT00000076519	1.866	2.949	1.201	1.595	4.851	7.193	7.950	5.305	1.905	1.199	6.360
RGD1565355|ENSRNOT00000076573	0.071	0.051	0.112	0.148	0.134	0.460	0.825	0.533	0.083	0.149	0.160
RGD1565355|ENSRNOT00000077219	0.071	0.051	0.112	0.148	0.134	0.460	0.825	0.533	0.083	0.149	0.160
RGD1565355|ENSRNOT00000077505	0.243	0.112	0.107	0.083	0.115	0.507	0.220	0.264	0.091	0.114	0.219
RGD1565355|ENSRNOT00000091249	0.162	0.181	0.624	0.535	1.023	1.368	2.405	2.368	1.031	0.617	1.380
RGD1565367|ENSRNOT00000038950	0.850	0.460	0.889	1.392	0.955	0.934	0.732	0.878	0.864	0.708	0.728
RGD1565410|ENSRNOT00000056557	0.000	0.000	0.000	1.077	0.000	0.344	0.000	1.548	0.000	0.000	0.000
RGD1565462|ENSRNOT00000044152	0.000	0.000	0.000	1.009	13.631	1.613	4.831	0.000	0.000	0.000	0.000
RGD1565472|ENSRNOT00000072806	0.528	0.762	0.502	0.467	0.000	0.000	0.000	0.000	0.000	0.000	1.331
RGD1565498|ENSRNOT00000043581	4.385	4.629	5.670	4.142	3.996	5.179	4.553	4.512	4.343	5.556	4.927
RGD1565611|ENSRNOT00000035948	3.538	1.424	3.923	1.232	0.968	1.035	1.412	1.118	4.344	3.096	2.167
