SeqID	sham_A1	sham_A2	sham_A3	day1_B2	day1_B3	day6_C1	day6_C2	day6_C3	day28_D1	day28_D2	day28_D3
AABR07001519.1|ENSRNOT00000086127	3.548	7.925	5.274	5.483	6.468	4.731	5.818	4.418	4.864	5.600	6.068
AABR07001519.1|ENSRNOT00000089439	4.341	3.020	3.596	5.482	0.840	0.408	0.000	0.000	0.354	0.000	0.000
AABR07001519.1|ENSRNOT00000090521	0.000	5.298	0.000	12.403	1.028	6.791	3.904	21.543	17.046	18.391	15.832
AABR07001555.1|ENSRNOT00000082248	4.279	2.416	3.551	17.444	19.679	18.598	9.004	8.742	22.317	32.451	21.065
AABR07001573.2|ENSRNOT00000089989	5.965	13.258	9.648	6.519	4.115	6.074	8.425	5.876	7.129	10.472	4.887
AABR07001591.1|ENSRNOT00000082276	1.365	1.583	0.880	0.715	0.608	0.580	0.380	0.847	0.617	0.600	0.491
AABR07001592.2|ENSRNOT00000090486	3.351	2.836	0.833	0.732	1.735	0.683	1.673	2.205	3.194	0.690	2.055
AABR07001610.1|ENSRNOT00000082026	0.366	0.721	2.235	1.041	0.698	0.000	0.230	0.837	0.529	0.665	0.600
AABR07001634.1|ENSRNOT00000078019	5.682	5.065	1.971	4.462	2.301	2.662	3.294	1.626	2.153	3.439	4.996
AABR07001662.1|ENSRNOT00000092209	1.031	1.289	1.036	1.170	0.673	1.145	0.664	1.055	0.838	0.585	0.807
AABR07001700.1|ENSRNOT00000089308	1.123	1.419	1.951	0.978	0.962	0.000	0.933	1.475	0.375	0.483	1.181
AABR07001764.1|ENSRNOT00000086654	3.454	0.000	0.000	0.000	0.000	0.000	2.315	0.000	0.000	0.000	2.952
AABR07001780.1|ENSRNOT00000087541	0.203	0.340	0.402	0.176	0.139	0.823	0.404	0.000	0.411	0.176	0.343
AABR07001807.1|ENSRNOT00000090895	0.374	0.362	0.405	0.214	0.258	0.269	0.127	0.271	0.153	0.202	0.130
AABR07001896.1|ENSRNOT00000015343	3.205	2.697	2.798	2.237	3.285	4.651	2.865	3.179	2.672	3.470	4.349
AABR07001905.1|ENSRNOT00000090287	0.627	1.226	0.621	0.364	1.215	0.170	0.557	0.734	0.502	0.184	0.357
AABR07001905.2|ENSRNOT00000086029	5.429	7.291	6.842	6.361	5.075	6.217	5.134	5.559	5.011	5.605	5.375
AABR07001910.1|ENSRNOT00000078809	2.194	1.956	2.420	1.400	1.772	2.644	2.874	1.936	1.799	1.654	2.980
AABR07001923.1|ENSRNOT00000072607	1.710	1.787	3.031	2.139	2.225	3.299	2.490	1.671	1.292	1.371	2.471
AABR07001926.1|ENSRNOT00000033187	0.243	0.136	0.082	0.000	0.170	0.000	0.216	0.142	0.112	0.286	0.346
AABR07001926.2|ENSRNOT00000090676	2.050	1.378	2.844	0.357	0.842	0.833	1.635	1.258	0.969	0.890	1.735
AABR07001926.3|ENSRNOT00000079171	3.884	4.040	4.462	3.026	2.620	2.495	2.526	2.074	2.469	2.960	2.671
AABR07001929.1|ENSRNOT00000089634	2.803	3.217	2.921	2.055	2.724	1.558	1.962	2.718	1.106	1.419	2.258
AABR07001942.1|ENSRNOT00000082759	1.085	2.283	2.422	0.708	1.859	1.543	0.901	0.712	1.814	0.700	1.142
AABR07002010.1|ENSRNOT00000087034	0.242	0.367	0.430	0.501	0.379	0.601	0.259	0.398	0.476	0.336	0.288
AABR07002065.1|ENSRNOT00000046708	13.011	12.843	14.643	13.508	17.143	13.222	11.971	8.110	11.754	13.387	12.240
AABR07002065.2|ENSRNOT00000026540	4.674	5.617	5.084	4.841	4.213	3.752	3.669	3.293	3.492	4.086	4.434
AABR07002068.1|ENSRNOT00000075269	2.923	2.946	3.533	1.730	2.325	2.618	2.242	2.760	2.065	1.665	1.920
AABR07002093.1|ENSRNOT00000026074	2.120	1.491	2.107	2.770	1.698	1.149	0.704	0.927	0.467	1.204	1.478
AABR07002247.1|ENSRNOT00000073121	1.677	2.467	1.932	1.550	1.877	1.619	1.014	1.082	1.693	1.813	1.796
AABR07002262.2|ENSRNOT00000090639	0.441	0.751	0.817	0.313	0.564	0.701	0.311	0.505	0.349	0.414	0.740
AABR07002337.1|ENSRNOT00000086416	1.214	0.805	0.900	0.753	0.715	0.703	0.576	0.360	0.693	0.726	0.772
AABR07002353.1|ENSRNOT00000054426	0.000	13.066	8.711	10.028	9.897	8.962	2.979	0.000	4.391	0.000	4.513
AABR07002353.2|ENSRNOT00000082460	0.000	0.000	0.539	0.000	0.372	1.333	0.000	0.000	0.000	0.457	0.000
AABR07002409.1|ENSRNOT00000075223	1.995	3.771	2.179	3.382	0.000	5.756	0.000	3.662	3.217	0.000	6.667
AABR07002564.1|ENSRNOT00000029823	62.369	89.219	80.773	92.625	73.812	36.876	57.276	56.970	51.444	37.308	51.127
AABR07002623.1|ENSRNOT00000058230	0.377	0.158	0.374	0.657	1.420	1.380	0.251	0.165	0.639	0.656	0.959
AABR07002627.1|ENSRNOT00000080668	18.979	16.492	15.533	13.780	12.926	25.425	24.194	17.351	15.922	15.716	20.717
AABR07002674.1|ENSRNOT00000090105	0.859	1.688	0.568	0.748	1.766	5.586	3.043	2.005	1.529	1.476	2.649
AABR07002677.1|ENSRNOT00000022577	2.170	0.915	2.157	1.899	0.750	0.887	0.723	0.957	0.000	2.670	0.000
AABR07002677.2|ENSRNOT00000081418	0.551	0.000	0.545	0.599	0.283	0.895	0.825	0.967	1.222	1.688	2.344
AABR07002680.1|ENSRNOT00000074222	61.969	72.212	79.621	122.760	45.835	53.379	44.719	44.339	40.239	28.084	59.355
AABR07002680.2|ENSRNOT00000079758	0.974	0.000	1.936	0.000	0.000	0.000	0.000	0.857	0.000	0.000	0.000
AABR07002682.1|ENSRNOT00000084874	1.360	1.151	0.000	1.580	0.935	1.106	0.301	2.377	0.888	1.146	0.753
AABR07002683.1|ENSRNOT00000078462	25.869	24.168	27.281	27.764	26.277	28.427	26.411	22.722	26.082	24.066	28.684
AABR07002689.1|ENSRNOT00000075189	0.128	0.321	0.316	0.111	0.087	0.156	0.170	0.168	0.044	0.056	0.109
AABR07002711.1|ENSRNOT00000063271	5.176	0.000	0.000	0.000	0.000	2.243	3.636	4.694	0.000	4.989	2.621
AABR07002768.1|ENSRNOT00000081294	6.983	6.718	9.054	6.685	6.244	6.992	5.774	4.815	6.183	6.048	6.507
AABR07002774.1|ENSRNOT00000025586	2.347	2.398	2.186	1.987	2.167	2.158	2.048	1.715	1.358	1.585	2.611
AABR07002774.2|ENSRNOT00000063839	3.327	2.988	3.942	3.222	3.997	4.199	2.929	2.332	3.595	3.018	4.054
AABR07002774.3|ENSRNOT00000025581	14.764	0.000	5.652	2.536	8.702	8.595	11.245	7.097	5.069	8.612	5.781
AABR07002774.4|ENSRNOT00000041861	1.220	1.501	2.288	1.339	4.250	3.750	2.526	2.997	2.437	2.879	4.153
AABR07002775.1|ENSRNOT00000072734	1.159	0.706	2.035	2.128	0.481	0.002	0.279	1.015	0.038	0.000	0.440
AABR07002784.1|ENSRNOT00000083050	3.193	3.318	3.016	4.107	3.259	2.571	2.127	2.440	3.198	3.059	2.884
AABR07002784.2|ENSRNOT00000088189	2.491	2.455	2.065	1.085	1.997	0.675	2.478	1.451	2.722	2.459	2.074
AABR07002788.1|ENSRNOT00000080795	1.503	2.677	6.100	1.284	2.018	2.574	0.000	4.129	1.111	2.753	0.000
AABR07002792.1|ENSRNOT00000093340	0.384	0.470	0.110	0.242	0.192	0.366	0.290	0.196	0.113	0.202	0.145
AABR07002805.1|ENSRNOT00000078361	0.098	0.165	0.195	0.000	0.336	0.000	0.262	0.259	0.000	0.000	0.000
AABR07002848.1|ENSRNOT00000071239	16.032	19.642	19.621	22.990	30.981	13.338	9.156	12.733	15.073	14.435	12.308
AABR07002848.2|ENSRNOT00000087482	2.835	1.543	2.454	1.429	1.756	0.298	0.727	0.639	1.486	0.635	2.053
AABR07002854.1|ENSRNOT00000072441	0.000	1.066	0.867	0.000	1.433	0.000	0.535	0.000	0.000	0.000	1.707
AABR07002868.1|ENSRNOT00000088772	1.769	1.909	2.086	1.241	1.480	0.881	1.254	1.303	1.379	0.858	1.710
AABR07002868.2|ENSRNOT00000080831	10.221	8.623	7.726	8.659	5.834	7.278	4.583	4.531	5.052	5.030	5.101
AABR07002870.1|ENSRNOT00000037288	2.257	2.320	2.581	2.329	1.893	1.991	1.803	1.727	1.891	1.339	1.849
AABR07002870.2|ENSRNOT00000089385	0.440	0.734	2.089	0.956	1.050	0.357	0.808	1.066	0.919	0.783	1.135
AABR07002875.1|ENSRNOT00000083475	4.388	10.208	14.589	10.028	15.784	22.148	9.637	10.650	11.550	2.661	17.812
AABR07002882.1|ENSRNOT00000084953	13.364	14.016	14.466	14.527	13.802	15.830	11.643	13.151	9.259	7.524	10.991
AABR07002882.1|ENSRNOT00000089810	0.000	1.859	2.997	0.969	0.508	0.267	0.895	0.303	0.926	0.276	0.831
AABR07002885.1|ENSRNOT00000089393	0.865	0.621	0.303	0.741	0.246	0.312	0.303	0.312	0.344	0.242	0.367
AABR07002888.1|ENSRNOT00000087035	5.408	3.451	5.540	3.922	3.688	0.673	3.115	2.831	1.140	0.000	5.159
AABR07002888.2|ENSRNOT00000084467	5.408	3.451	5.540	3.922	3.688	0.673	3.115	2.831	1.140	0.000	5.159
AABR07002893.1|ENSRNOT00000087232	1.480	1.355	0.000	0.493	0.434	0.938	0.000	0.000	0.486	0.533	0.108
AABR07002896.1|ENSRNOT00000038642	2.257	2.320	2.581	2.329	1.893	1.991	1.803	1.727	1.891	1.339	1.849
AABR07002898.1|ENSRNOT00000084059	1.943	2.665	1.854	1.326	0.853	1.470	1.429	1.097	1.384	1.100	1.838
AABR07002902.1|ENSRNOT00000081905	16.209	11.153	21.433	18.233	17.091	17.832	8.143	7.329	36.349	34.889	20.178
AABR07002910.1|ENSRNOT00000079616	0.564	0.719	0.498	0.619	0.486	0.361	0.375	0.443	0.309	0.316	0.229
AABR07002928.1|ENSRNOT00000085953	1.122	1.321	1.113	1.546	0.769	1.226	1.481	0.345	1.623	0.389	1.086
AABR07002928.1|ENSRNOT00000092226	0.231	0.386	0.171	0.155	0.158	0.201	0.118	0.114	0.250	0.255	0.409
AABR07002945.1|ENSRNOT00000037519	8.140	9.576	7.955	8.013	7.747	19.372	23.155	17.015	9.315	10.402	18.365
AABR07002969.1|ENSRNOT00000077404	97.057	90.442	86.743	69.324	85.772	261.962	258.376	216.799	113.648	165.207	178.819
AABR07002997.1|ENSRNOT00000088454	80.703	60.386	89.427	75.581	75.812	51.460	39.332	59.467	43.719	49.695	52.854
AABR07003030.2|ENSRNOT00000089772	0.000	0.513	0.000	0.161	0.506	0.320	0.123	0.000	0.261	0.000	0.314
AABR07003030.2|ENSRNOT00000092132	5.434	2.885	3.653	4.224	1.727	2.188	1.806	1.531	2.878	1.855	3.452
AABR07003056.1|ENSRNOT00000039649	0.453	1.110	1.109	0.416	1.068	0.301	0.151	0.633	0.000	0.000	0.349
AABR07003056.3|ENSRNOT00000086126	0.000	0.000	2.853	0.000	0.955	1.177	0.000	0.000	1.019	5.172	2.623
AABR07003173.1|ENSRNOT00000056528	0.692	1.060	0.570	0.401	0.472	0.467	0.922	0.606	0.394	0.707	0.687
AABR07003176.1|ENSRNOT00000019278	7.390	8.744	10.025	9.857	7.352	6.389	5.860	6.392	9.268	6.574	6.716
AABR07003186.1|ENSRNOT00000068974	44.708	54.898	45.679	26.088	31.352	22.997	23.425	31.781	40.345	28.149	40.346
AABR07003187.1|ENSRNOT00000046787	0.917	0.507	0.705	0.543	0.071	0.416	0.344	0.358	0.646	0.089	0.089
AABR07003235.1|ENSRNOT00000048947	0.952	1.274	0.690	1.270	5.589	2.990	2.492	0.724	0.263	0.785	1.901
AABR07003250.1|ENSRNOT00000046737	0.000	0.000	0.600	0.526	0.207	0.000	0.401	0.000	0.000	0.259	0.508
AABR07003250.2|ENSRNOT00000091039	6.295	0.000	0.000	1.806	1.456	0.000	2.889	1.878	1.539	2.010	4.137
AABR07003250.6|ENSRNOT00000092378	4.000	2.763	7.952	2.217	2.246	0.887	1.448	1.590	1.681	0.309	1.216
AABR07003273.1|ENSRNOT00000040529	0.000	2.411	0.000	0.000	0.000	0.775	0.425	0.000	0.000	0.000	0.000
AABR07003304.2|ENSRNOT00000080210	0.302	0.152	0.179	0.158	0.206	0.098	0.241	0.000	0.125	0.214	0.155
AABR07003349.1|ENSRNOT00000086165	11.545	14.636	12.550	17.806	2.746	13.950	5.144	0.000	6.616	13.202	20.001
AABR07003397.1|ENSRNOT00000084945	0.094	0.156	0.147	0.081	0.077	0.167	0.225	0.196	0.117	0.066	0.113
AABR07003492.1|ENSRNOT00000093283	0.663	0.417	0.492	0.000	0.340	0.000	0.110	0.291	0.113	0.000	0.000
AABR07003492.2|ENSRNOT00000093669	0.169	0.250	0.167	0.367	0.231	0.343	0.169	0.148	0.174	0.074	0.289
AABR07003500.3|ENSRNOT00000093423	1.420	0.597	0.000	0.416	0.000	0.192	0.158	0.207	0.000	0.409	0.400
AABR07003510.1|ENSRNOT00000093421	0.133	0.335	0.132	0.000	0.091	0.000	0.177	0.000	0.182	0.000	0.113
AABR07003537.1|ENSRNOT00000032154	0.000	0.000	1.146	0.610	0.000	0.000	0.500	0.000	0.783	0.000	0.000
AABR07003553.1|ENSRNOT00000061136	4.588	2.684	4.963	8.720	1.592	2.601	4.522	2.277	1.579	0.000	0.000
AABR07003650.1|ENSRNOT00000072981	0.070	0.232	0.000	0.117	0.646	0.000	0.000	0.000	0.214	0.273	0.114
AABR07003699.1|ENSRNOT00000090501	0.000	0.324	0.383	0.000	0.000	0.000	0.221	0.341	0.000	0.000	0.000
AABR07003713.1|ENSRNOT00000088805	0.000	9.323	5.886	0.000	0.909	0.740	0.000	6.952	0.107	6.632	0.361
AABR07003751.1|ENSRNOT00000079357	3.508	0.000	2.493	2.419	0.000	0.000	0.000	0.000	0.327	0.000	0.000
AABR07003751.1|ENSRNOT00000086316	0.673	1.905	1.243	0.557	1.290	1.903	0.543	1.635	1.695	1.587	2.342
AABR07003786.1|ENSRNOT00000092146	0.000	0.933	0.000	0.968	0.000	0.000	0.000	0.000	0.000	0.906	0.000
AABR07003841.1|ENSRNOT00000087187	0.582	1.147	1.639	1.521	1.197	0.473	0.000	0.168	0.583	0.000	0.489
AABR07003933.1|ENSRNOT00000081028	35.422	40.543	37.900	26.936	28.226	17.416	18.392	25.770	28.365	21.020	21.613
AABR07003944.1|ENSRNOT00000083396	0.070	0.232	0.000	0.117	0.646	0.000	0.000	0.000	0.214	0.273	0.114
AABR07004021.1|ENSRNOT00000071117	0.000	0.000	0.000	0.000	0.000	0.000	0.645	0.000	1.400	0.347	0.000
AABR07004022.1|ENSRNOT00000071788	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.006	1.117	0.000
AABR07004100.1|ENSRNOT00000081060	2.037	0.000	0.000	0.000	0.000	0.000	1.357	3.623	0.000	0.000	0.000
AABR07004101.2|ENSRNOT00000088675	1.053	1.262	1.595	1.222	0.886	1.454	0.888	1.203	0.657	0.840	1.204
AABR07004130.1|ENSRNOT00000085207	6.415	12.521	8.204	7.928	7.084	7.233	4.127	7.074	5.451	5.925	5.429
AABR07004228.1|ENSRNOT00000077086	0.498	0.323	0.370	0.408	0.165	0.882	0.799	0.636	0.498	0.324	0.622
AABR07004228.1|ENSRNOT00000092225	0.000	0.216	0.245	0.076	0.481	0.268	0.107	0.000	0.000	0.128	0.615
AABR07004232.1|ENSRNOT00000075481	3.496	4.149	4.923	3.361	4.084	3.452	2.641	3.482	2.105	3.025	1.825
AABR07004232.2|ENSRNOT00000085407	0.484	0.303	0.239	0.053	0.082	0.441	0.161	0.106	0.167	0.160	0.155
AABR07004263.1|ENSRNOT00000073974	88.485	100.135	83.794	61.845	67.268	121.848	86.896	92.274	58.316	65.792	88.320
AABR07004269.2|ENSRNOT00000063200	3.073	0.000	2.899	0.000	0.000	0.000	0.000	2.924	4.835	5.976	3.100
AABR07004269.3|ENSRNOT00000076179	8.713	8.919	7.767	9.779	9.576	10.833	7.843	6.408	6.169	6.853	7.221
AABR07004269.3|ENSRNOT00000076782	8.187	7.140	7.049	6.345	8.540	8.479	8.457	7.884	7.286	5.988	7.596
AABR07004269.4|ENSRNOT00000076150	0.177	0.149	0.000	0.154	0.121	0.288	0.000	0.000	0.120	0.154	0.000
AABR07004269.5|ENSRNOT00000089401	0.000	2.014	2.413	0.000	3.334	0.000	0.000	0.000	0.000	1.999	0.000
AABR07004269.6|ENSRNOT00000083062	0.804	0.962	0.738	0.396	0.494	0.000	0.857	0.709	0.389	0.164	0.165
AABR07004272.1|ENSRNOT00000076363	16.889	5.345	11.492	5.541	6.565	6.006	10.552	6.513	8.020	14.716	6.883
AABR07004294.1|ENSRNOT00000077302	0.000	4.216	2.318	0.000	0.000	0.000	0.000	0.000	1.598	0.000	0.000
AABR07004297.1|ENSRNOT00000090236	2.972	2.598	2.973	1.270	2.999	1.255	0.000	0.000	1.076	4.033	2.768
AABR07004305.1|ENSRNOT00000076469	0.630	0.529	1.456	0.366	0.431	0.171	0.000	0.552	0.850	0.546	0.178
AABR07004397.2|ENSRNOT00000077093	0.000	0.000	0.000	0.658	0.259	0.307	0.000	0.000	0.000	0.000	0.000
AABR07004404.1|ENSRNOT00000088103	24.714	35.105	32.918	26.271	16.301	23.017	19.857	15.078	26.685	21.823	20.999
AABR07004428.1|ENSRNOT00000089908	1.293	0.273	0.321	0.563	0.444	1.314	0.429	0.566	0.429	0.277	0.000
AABR07004437.1|ENSRNOT00000089410	3.376	6.612	1.895	0.843	2.755	6.798	2.933	0.000	0.943	1.828	0.947
AABR07004495.1|ENSRNOT00000079518	0.393	0.664	0.000	0.000	0.000	0.319	0.000	0.343	0.517	0.000	0.328
AABR07004507.1|ENSRNOT00000023181	0.119	0.179	0.164	0.062	0.130	0.116	0.079	0.125	0.181	0.126	0.122
AABR07004511.1|ENSRNOT00000065898	0.119	0.179	0.164	0.062	0.130	0.116	0.079	0.125	0.181	0.126	0.122
AABR07004572.1|ENSRNOT00000084334	5.391	4.599	5.289	5.045	3.982	3.240	2.803	3.147	2.968	3.176	3.294
AABR07004703.1|ENSRNOT00000085870	4.301	5.918	8.568	4.218	5.918	3.499	3.566	4.697	1.738	4.046	3.556
AABR07004733.1|ENSRNOT00000080895	0.000	7.241	0.000	7.276	0.000	0.000	2.764	0.000	0.000	0.000	0.000
AABR07004761.1|ENSRNOT00000088739	0.000	8.551	7.695	4.512	3.538	2.111	1.716	0.000	4.971	0.000	8.475
AABR07004776.1|ENSRNOT00000079345	7.715	6.715	11.957	13.714	8.067	0.000	2.629	3.485	0.000	3.591	0.000
AABR07004783.1|ENSRNOT00000082580	0.000	0.000	0.702	0.000	0.000	0.287	0.000	0.000	0.234	0.000	0.000
AABR07004799.1|ENSRNOT00000014369	0.602	0.493	0.446	0.000	1.572	0.622	0.710	2.135	1.894	2.327	0.456
AABR07004812.1|ENSRNOT00000074995	8.292	9.969	9.407	4.726	3.273	9.319	4.932	2.589	6.005	1.863	8.060
AABR07004812.2|ENSRNOT00000086184	8.955	11.828	11.975	8.739	5.003	3.684	5.025	3.316	2.874	2.407	4.219
AABR07004833.1|ENSRNOT00000063377	0.000	5.935	4.327	0.000	0.000	1.814	1.439	1.846	3.085	0.000	4.062
AABR07004868.2|ENSRNOT00000082386	0.292	0.125	0.264	0.350	0.974	0.434	0.355	0.471	0.091	0.397	0.455
AABR07004876.1|ENSRNOT00000024338	1.213	0.000	0.000	0.000	0.417	0.492	0.402	0.000	0.779	1.007	0.999
AABR07004881.1|ENSRNOT00000083641	328.657	367.693	444.666	281.003	294.883	126.226	149.633	216.330	209.166	132.653	189.781
AABR07004888.1|ENSRNOT00000082638	0.291	0.975	0.000	0.126	0.199	0.236	0.000	0.255	0.297	0.000	0.124
AABR07004891.1|ENSRNOT00000025728	13.506	30.396	25.394	15.034	4.506	35.554	18.804	19.002	18.961	7.845	5.777
AABR07004894.1|ENSRNOT00000047494	0.614	0.260	0.307	0.000	0.000	0.502	0.407	0.539	0.218	0.539	0.532
AABR07004912.1|ENSRNOT00000031043	0.486	0.000	0.000	0.000	0.334	0.000	0.000	0.424	0.316	0.000	0.000
AABR07004912.2|ENSRNOT00000077009	0.000	0.000	1.208	0.000	0.841	0.000	0.000	1.077	0.000	0.000	0.000
AABR07004914.1|ENSRNOT00000092962	0.000	0.000	0.000	0.501	0.000	1.092	0.255	0.000	0.000	0.000	0.000
AABR07004992.1|ENSRNOT00000086302	5.618	3.364	6.153	4.200	3.069	3.059	3.020	4.350	4.229	2.956	2.455
AABR07004993.1|ENSRNOT00000064130	0.153	0.148	0.288	0.000	0.000	0.907	0.190	0.000	0.089	0.000	0.102
AABR07004996.1|ENSRNOT00000063356	20.359	22.187	32.507	26.864	27.321	15.611	10.258	14.063	16.584	9.898	21.200
AABR07005004.1|ENSRNOT00000088044	0.731	1.276	0.000	3.761	2.960	0.615	3.855	1.331	0.000	0.665	2.740
AABR07005004.2|ENSRNOT00000083317	0.000	0.000	0.000	0.000	0.000	0.000	1.549	1.592	2.596	0.000	0.000
AABR07005004.3|ENSRNOT00000089120	8.830	1.293	5.884	8.815	3.964	11.172	7.447	4.017	1.065	4.004	0.000
AABR07005004.4|ENSRNOT00000087056	0.000	0.000	0.000	1.292	4.106	3.943	3.067	1.407	1.128	1.393	0.000
AABR07005027.1|ENSRNOT00000071333	3.982	2.396	3.670	3.220	3.120	6.475	4.535	4.483	3.229	4.400	3.349
AABR07005028.2|ENSRNOT00000091309	0.000	0.000	0.000	3.053	3.783	1.613	0.000	0.000	0.000	0.000	1.632
AABR07005031.1|ENSRNOT00000047044	0.000	0.241	0.000	0.000	0.000	0.927	0.379	0.750	0.000	0.495	0.241
AABR07005032.1|ENSRNOT00000087078	6.575	3.679	6.011	2.495	3.345	3.700	2.355	2.513	2.405	2.058	2.862
AABR07005416.1|ENSRNOT00000072936	2.870	1.853	2.753	2.708	1.552	2.367	2.984	0.808	0.000	1.622	1.422
AABR07005447.1|ENSRNOT00000063390	1.744	4.605	9.345	11.049	3.978	6.209	5.371	3.847	0.000	0.000	2.042
AABR07005506.1|ENSRNOT00000036330	0.000	0.000	0.443	0.000	0.000	0.361	0.000	0.000	0.000	0.375	0.000
AABR07005508.1|ENSRNOT00000088187	0.427	0.060	0.486	0.379	0.199	0.058	0.327	0.617	0.197	0.372	0.000
AABR07005535.1|ENSRNOT00000088158	2.389	1.636	2.719	1.056	1.307	1.297	0.787	1.509	1.210	1.004	1.076
AABR07005565.1|ENSRNOT00000084397	2.182	1.811	0.000	0.000	0.000	0.000	0.000	0.000	1.392	0.000	0.000
AABR07005569.1|ENSRNOT00000077794	44.747	47.389	43.002	33.153	30.238	30.324	26.716	29.378	35.644	24.106	35.307
AABR07005572.1|ENSRNOT00000084979	0.358	0.601	0.355	0.779	0.000	0.145	0.119	0.157	0.243	0.467	0.304
AABR07005572.2|ENSRNOT00000092289	0.000	0.000	0.000	0.941	0.000	0.000	0.000	0.572	0.450	0.901	0.000
AABR07005573.1|ENSRNOT00000091260	6.658	6.461	3.745	6.086	4.771	0.000	0.000	0.000	12.196	0.000	10.838
AABR07005581.1|ENSRNOT00000084774	0.550	0.431	0.637	0.471	0.241	0.401	0.062	0.298	0.183	0.101	0.118
AABR07005588.1|ENSRNOT00000020077	28.510	27.334	27.995	25.897	24.493	22.462	18.899	22.055	23.676	24.797	24.552
AABR07005593.1|ENSRNOT00000080401	1.492	2.081	2.335	0.487	0.722	0.657	0.414	0.273	0.472	0.330	0.852
AABR07005596.1|ENSRNOT00000091780	0.182	0.253	0.179	0.105	0.124	0.123	0.040	0.186	0.168	0.161	0.104
AABR07005597.1|ENSRNOT00000073205	0.415	0.347	0.563	0.226	0.142	0.168	0.104	0.137	0.143	0.459	0.178
AABR07005618.1|ENSRNOT00000084389	33.386	37.397	39.956	44.412	36.594	28.235	27.222	35.862	27.387	34.601	35.977
AABR07005632.1|ENSRNOT00000030732	0.437	0.367	0.649	0.190	0.000	0.000	0.145	0.000	0.442	0.567	0.185
AABR07005633.1|ENSRNOT00000084934	57.785	55.510	64.469	42.973	47.404	40.708	31.663	38.303	47.693	39.918	34.494
AABR07005664.1|ENSRNOT00000075109	2.494	0.000	0.000	0.000	1.735	2.181	1.744	0.000	0.000	0.000	0.000
AABR07005692.1|ENSRNOT00000090351	0.714	2.491	2.167	0.613	1.931	1.787	0.000	0.000	0.513	0.000	0.000
AABR07005710.1|ENSRNOT00000087804	5.828	4.210	1.401	4.951	5.054	2.464	1.906	1.386	2.333	4.270	1.483
AABR07005711.2|ENSRNOT00000077880	5.828	4.210	1.401	4.951	5.054	2.464	1.906	1.386	2.333	4.270	1.483
AABR07005752.1|ENSRNOT00000080259	0.589	0.452	0.534	0.598	0.134	0.199	0.098	0.259	0.238	0.130	0.042
AABR07005775.1|ENSRNOT00000074778	1.160	1.222	1.728	1.768	3.978	0.943	1.156	1.270	1.161	1.246	17.561
AABR07005779.1|ENSRNOT00000055002	15.896	15.307	14.248	14.905	15.228	15.218	14.685	12.014	12.036	11.435	14.029
AABR07005779.2|ENSRNOT00000070913	310.565	380.655	397.489	296.098	327.415	288.834	307.495	306.074	256.724	221.305	399.073
AABR07005779.3|ENSRNOT00000089740	34.656	21.576	37.639	35.300	31.398	10.684	21.952	26.291	29.129	0.000	0.000
AABR07005779.4|ENSRNOT00000086620	0.958	0.308	1.020	0.513	0.604	0.659	0.540	0.582	0.558	0.650	0.441
AABR07005779.5|ENSRNOT00000085384	2.014	2.580	2.214	1.456	1.438	1.435	1.247	1.042	1.270	0.758	1.020
AABR07005794.1|ENSRNOT00000079434	0.356	0.181	0.241	0.333	0.227	0.000	0.000	0.096	0.150	0.048	0.000
AABR07005806.1|ENSRNOT00000088610	16.272	20.261	0.000	18.622	2.902	12.288	9.769	3.898	10.121	4.556	22.478
AABR07005821.1|ENSRNOT00000093269	2.863	0.000	0.000	0.000	2.005	5.257	1.889	0.000	2.623	0.000	0.000
AABR07005821.1|ENSRNOT00000093289	3.007	1.123	1.329	1.717	4.523	12.511	5.410	2.021	3.697	0.587	1.633
AABR07005821.1|ENSRNOT00000093308	2.031	1.365	0.403	1.591	2.781	8.403	4.456	3.352	4.941	1.234	2.579
AABR07005821.1|ENSRNOT00000093490	0.573	0.740	0.728	1.756	1.677	5.003	2.669	2.156	2.816	0.289	1.092
AABR07005821.1|ENSRNOT00000093674	7.999	9.619	9.337	21.320	23.709	46.538	45.316	32.168	43.028	4.344	16.468
AABR07005837.1|ENSRNOT00000080548	2.585	2.260	3.558	1.467	2.227	2.648	1.795	1.381	1.309	1.085	2.108
AABR07005837.2|ENSRNOT00000091587	0.905	0.761	0.224	2.364	3.099	6.988	11.428	8.723	5.485	2.154	2.485
AABR07005838.1|ENSRNOT00000027709	2.844	3.023	4.614	0.844	6.069	11.748	10.073	5.828	3.224	9.235	5.047
AABR07005844.1|ENSRNOT00000027919	0.261	0.182	0.066	0.362	0.495	0.898	0.871	0.699	0.501	0.117	0.695
AABR07005888.1|ENSRNOT00000074337	27.350	16.331	23.715	0.000	0.000	9.609	1.856	14.484	38.648	50.827	57.202
AABR07005888.2|ENSRNOT00000077702	1.056	2.673	3.147	0.923	0.000	0.863	1.407	2.791	0.668	0.866	0.860
AABR07005983.1|ENSRNOT00000054886	2.319	1.269	2.998	1.397	0.914	1.232	0.297	0.940	1.349	1.414	1.219
AABR07005985.1|ENSRNOT00000029027	0.685	0.470	0.699	0.327	0.199	0.344	0.135	0.491	0.539	0.164	0.347
AABR07005985.1|ENSRNOT00000074298	0.719	0.676	0.918	0.994	0.465	0.311	0.577	0.328	0.434	1.139	0.521
